tax_id,parent_id,rank,tax_name,root,kingdom,phylum,class,order,family,genus,species
s__ampelinus,g__Xylophilus,species,s__ampelinus,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Xylophilus,s__ampelinus
s__aurantiacuse1,g__Bacillus,species,s__aurantiacuse1,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__aurantiacuse1
g__Natronolimnobius,f__Halobacteriaceae,genus,g__Natronolimnobius,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Natronolimnobius,
s__baerhuensis,g__Natronolimnobius,species,s__baerhuensis,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Natronolimnobius,s__baerhuensis
s__apodemus,g__Helicobacter,species,s__apodemus,Root,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__apodemus
g__R18-435,f__Deinococcaceae,genus,g__R18-435,Root,k__Bacteria,p__[Thermi],c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__R18-435,
s__dublinensis,g__Cronobacter,species,s__dublinensis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Cronobacter,s__dublinensis
s__celer,g__Psychrobacter,species,s__celer,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__celer
g__Thiobacter,f__Thiobacteraceae,genus,g__Thiobacter,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Thiobacterales,f__Thiobacteraceae,g__Thiobacter,
g__Dichelobacter,f__Cardiobacteriaceae,genus,g__Dichelobacter,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cardiobacteriales,f__Cardiobacteriaceae,g__Dichelobacter,
s__nodosus,g__Dichelobacter,species,s__nodosus,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cardiobacteriales,f__Cardiobacteriaceae,g__Dichelobacter,s__nodosus
g__Serpens,f__Pseudomonadaceae,genus,g__Serpens,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Serpens,
s__flexibilis,g__Serpens,species,s__flexibilis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Serpens,s__flexibilis
g__Pylaiella,f__mitochondria,genus,g__Pylaiella,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Pylaiella,
s__littoralis,g__Pylaiella,species,s__littoralis,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Pylaiella,s__littoralis
p__Poribacteria,k__Bacteria,phylum,p__Poribacteria,Root,k__Bacteria,p__Poribacteria,,,,,
s__salicis,g__Brenneria,species,s__salicis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Brenneria,s__salicis
g__Methylorhabdus,f__Xanthobacteraceae,genus,g__Methylorhabdus,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Methylorhabdus,
s__multivoranse2,g__Methylorhabdus,species,s__multivoranse2,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Methylorhabdus,s__multivoranse2
g__Caldanaerobacter,f__Thermoanaerobacteraceae,genus,g__Caldanaerobacter,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,g__Caldanaerobacter,
s__ganghwensis,g__Hahella,species,s__ganghwensis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Hahellaceae,g__Hahella,s__ganghwensis
s__YC25,g__Halobacteriaceae,species,s__YC25,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacteriaceae,s__YC25
s__horneckiae,g__Bacillus,species,s__horneckiae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__horneckiae
s__odysseyi,g__Lysinibacillus,species,s__odysseyi,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Lysinibacillus,s__odysseyi
g__Methanothermococcus,f__Methanococcaceae,genus,g__Methanothermococcus,Root,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanococcaceae,g__Methanothermococcus,
s__okinawensise1,g__Methanothermococcus,species,s__okinawensise1,Root,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanococcaceae,g__Methanothermococcus,s__okinawensise1
g__KF-Gitt2-16,f__Anaerobrancaceae,genus,g__KF-Gitt2-16,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Natranaerobiales,f__Anaerobrancaceae,g__KF-Gitt2-16,
g__Hydrogenobaculum,f__Aquificaceae,genus,g__Hydrogenobaculum,Root,k__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Aquificaceae,g__Hydrogenobaculum,
s__marinae2,g__Nitrospira,species,s__marinae2,Root,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,s__marinae2
g__Deefgea,f__Neisseriaceae,genus,g__Deefgea,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Deefgea,
g__Cohaesibacter,f__Cohaesibacteraceae,genus,g__Cohaesibacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Cohaesibacteraceae,g__Cohaesibacter,
s__fluminis,g__Marichromatium,species,s__fluminis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Marichromatium,s__fluminis
g__Janibacter,f__Intrasporangiaceae,genus,g__Janibacter,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Intrasporangiaceae,g__Janibacter,
g__Halococcus,f__Halobacteriaceae,genus,g__Halococcus,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halococcus,
s__lindaniclasticus,g__Rhodanobacter,species,s__lindaniclasticus,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Rhodanobacter,s__lindaniclasticus
s__nitroguajacolicus,g__Arthrobacter,species,s__nitroguajacolicus,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Arthrobacter,s__nitroguajacolicus
s__lentimorbus,g__Paenibacillus,species,s__lentimorbus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__lentimorbus
g__Shigella,f__Enterobacteriaceae,genus,g__Shigella,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Shigella,
s__sonnei,g__Shigella,species,s__sonnei,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Shigella,s__sonnei
g__Acrocarpospora,f__Streptosporangiaceae,genus,g__Acrocarpospora,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptosporangiaceae,g__Acrocarpospora,
s__corrugata,g__Acrocarpospora,species,s__corrugata,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptosporangiaceae,g__Acrocarpospora,s__corrugata
g__Vitellibacter,f__Flavobacteriaceae,genus,g__Vitellibacter,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Vitellibacter,
s__aestuarii,g__Vitellibacter,species,s__aestuarii,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Vitellibacter,s__aestuarii
g__Pontirhabdus,f__Flavobacteriaceae,genus,g__Pontirhabdus,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Pontirhabdus,
s__pectinivorans,g__Pontirhabdus,species,s__pectinivorans,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Pontirhabdus,s__pectinivorans
s__muralise1,g__Halomonas,species,s__muralise1,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Halomonas,s__muralise1
g__Shimazuella,f__Thermoactinomycetaceae,genus,g__Shimazuella,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Thermoactinomycetaceae,g__Shimazuella,
s__lanatus,g__Streptomyces,species,s__lanatus,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,g__Streptomyces,s__lanatus
g__Nautilia,f__Nautiliaceae,genus,g__Nautilia,Root,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Nautiliales,f__Nautiliaceae,g__Nautilia,
s__suberifaciens,g__Sphingomonas,species,s__suberifaciens,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__suberifaciens
g__Massilia,f__Oxalobacteraceae,genus,g__Massilia,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,
s__alkalitoleranse1,g__Massilia,species,s__alkalitoleranse1,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__alkalitoleranse1
s__plantarume1,g__Nocardioides,species,s__plantarume1,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardioidaceae,g__Nocardioides,s__plantarume1
g__Micromonas,f__Mamiellaceae,genus,g__Micromonas,Root,k__Bacteria,p__Cyanobacteria,c__Chloroplast,o__Chlorophyta,f__Mamiellaceae,g__Micromonas,
s__pusilla,g__Micromonas,species,s__pusilla,Root,k__Bacteria,p__Cyanobacteria,c__Chloroplast,o__Chlorophyta,f__Mamiellaceae,g__Micromonas,s__pusilla
s__gigasporarum,g__Candidatus_Glomeribacter,species,s__gigasporarum,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Candidatus_Glomeribacter,s__gigasporarum
s__bettyae,g__Pasteurella,species,s__bettyae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Pasteurella,s__bettyae
s__tropicae1,g__Nocardiopsis,species,s__tropicae1,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiopsaceae,g__Nocardiopsis,s__tropicae1
s__gracilis,g__Hylemonella,species,s__gracilis,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Hylemonella,s__gracilis
s__azotifigens,g__Sphingomonas,species,s__azotifigens,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__azotifigens
g__Myceligenerans,f__Promicromonosporaceae,genus,g__Myceligenerans,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Promicromonosporaceae,g__Myceligenerans,
s__crystallogenes,g__Myceligenerans,species,s__crystallogenes,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Promicromonosporaceae,g__Myceligenerans,s__crystallogenes
s__guillouiae,g__Acinetobacter,species,s__guillouiae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__guillouiae
g__Robiginitomaculum,f__Hyphomonadaceae,genus,g__Robiginitomaculum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Hyphomonadaceae,g__Robiginitomaculum,
s__antarcticum,g__Robiginitomaculum,species,s__antarcticum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Hyphomonadaceae,g__Robiginitomaculum,s__antarcticum
g__Methanococcus,f__Methanococcaceae,genus,g__Methanococcus,Root,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanococcaceae,g__Methanococcus,
g__Caldanaerocella,f__Clostridiaceae,genus,g__Caldanaerocella,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Caldanaerocella,
s__wohlfahrtii,g__Acidovorax,species,s__wohlfahrtii,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Acidovorax,s__wohlfahrtii
s__citroniae,g__Clostridiume3,species,s__citroniae,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridiume3,s__citroniae
g__Oceanithermus,f__Thermaceae,genus,g__Oceanithermus,Root,k__Bacteria,p__[Thermi],c__Deinococci,o__Thermales,f__Thermaceae,g__Oceanithermus,
g__Candidatus_Magnetobacterium,f__[Thermodesulfovibrionaceae],genus,g__Candidatus_Magnetobacterium,Root,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__[Thermodesulfovibrionaceae],g__Candidatus_Magnetobacterium,
g__Olleya,f__Flavobacteriaceae,genus,g__Olleya,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Olleya,
g__31d11,f__Spirochaetaceae,genus,g__31d11,Root,k__Bacteria,p__Spirochaetes,c__Spirochaetes,o__Spirochaetales,f__Spirochaetaceae,g__31d11,
f__BSLdp215,o__Thermoplasmatales,family,f__BSLdp215,Root,k__Archaea,p__Euryarchaeota,c__Thermoplasmata,o__Thermoplasmatales,f__BSLdp215,,
g__Cellulosibacter,f__Ruminococcaceae,genus,g__Cellulosibacter,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Cellulosibacter,
s__alkalithermophilus,g__Cellulosibacter,species,s__alkalithermophilus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Cellulosibacter,s__alkalithermophilus
s__XD48,g__Halobacteriaceae,species,s__XD48,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacteriaceae,s__XD48
g__Azorhizophilus,f__Pseudomonadaceae,genus,g__Azorhizophilus,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Azorhizophilus,
s__atlanticuse1,g__Thermococcus,species,s__atlanticuse1,Root,k__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,s__atlanticuse1
s__aeolicus,g__Methanococcus,species,s__aeolicus,Root,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanococcaceae,g__Methanococcus,s__aeolicus
f__Brevinemataceae,o__[Brevinematales],family,f__Brevinemataceae,Root,k__Bacteria,p__Spirochaetes,c__[Brevinematae],o__[Brevinematales],f__Brevinemataceae,,
s__larvae,g__Paenibacillus,species,s__larvae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__larvae
g__Caldithrix,f__Caldithrixaceae,genus,g__Caldithrix,Root,k__Bacteria,p__Caldithrix,c__Caldithrixae,o__Caldithrixales,f__Caldithrixaceae,g__Caldithrix,
g__Leminorella,f__Enterobacteriaceae,genus,g__Leminorella,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Leminorella,
s__grimontii,g__Leminorella,species,s__grimontii,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Leminorella,s__grimontii
s__viridescens,g__Weissella,species,s__viridescens,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,g__Weissella,s__viridescens
g__Lutaonella,f__Flavobacteriaceae,genus,g__Lutaonella,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Lutaonella,
s__thermophiluse1,g__Lutaonella,species,s__thermophiluse1,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Lutaonella,s__thermophiluse1
s__pseudoalcaligenes,g__Pseudomonas,species,s__pseudoalcaligenes,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__pseudoalcaligenes
g__Helosis,f__mitochondria,genus,g__Helosis,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Helosis,
s__cayennensis,g__Helosis,species,s__cayennensis,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Helosis,s__cayennensis
s__atratus,g__Streptomyces,species,s__atratus,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,g__Streptomyces,s__atratus
g__Zobellia,f__Flavobacteriaceae,genus,g__Zobellia,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Zobellia,
s__litoralise3,g__Desulfovibrio,species,s__litoralise3,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__litoralise3
s__cuneatus,g__Desulfovibrio,species,s__cuneatus,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__cuneatus
s__impletisoli,g__Legionella,species,s__impletisoli,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__impletisoli
s__healyi,g__Acanthamoeba,species,s__healyi,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Acanthamoeba,s__healyi
g__Samsonia,f__Enterobacteriaceae,genus,g__Samsonia,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Samsonia,
s__erythrinae,g__Samsonia,species,s__erythrinae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Samsonia,s__erythrinae
s__damselae,g__Photobacterium,species,s__damselae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Photobacterium,s__damselae
s__methylpentosum,g__Clostridiume4,species,s__methylpentosum,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Clostridiume4,s__methylpentosum
o__LF030,c__GN05,order,o__LF030,Root,k__Bacteria,p__Spirochaetes,c__GN05,o__LF030,,,
s__puraquae,g__Pelomonas,species,s__puraquae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Pelomonas,s__puraquae
s__haemominutum,g__Mycoplasma,species,s__haemominutum,Root,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Mycoplasmatales,f__Mycoplasmataceae,g__Mycoplasma,s__haemominutum
g__Pyrobaculum,f__Thermoproteaceae,genus,g__Pyrobaculum,Root,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Pyrobaculum,
g__Saccharomonospora,f__Pseudonocardiaceae,genus,g__Saccharomonospora,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Pseudonocardiaceae,g__Saccharomonospora,
g__ML110J-20,f__Saccharospirillaceae,genus,g__ML110J-20,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Saccharospirillaceae,g__ML110J-20,
g__Thiobaca,f__Chromatiaceae,genus,g__Thiobaca,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Thiobaca,
s__trueperi,g__Thiobaca,species,s__trueperi,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Thiobaca,s__trueperi
g__Krokinobacter,f__Flavobacteriaceae,genus,g__Krokinobacter,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Krokinobacter,
s__genikus,g__Krokinobacter,species,s__genikus,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Krokinobacter,s__genikus
s__sediminise1,g__Persicirhabdus,species,s__sediminise1,Root,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Persicirhabdus,s__sediminise1
s__bigeumensis,g__Nocardioides,species,s__bigeumensis,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardioidaceae,g__Nocardioides,s__bigeumensis
g__Holdemania,f__Erysipelotrichaceae,genus,g__Holdemania,Root,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Holdemania,
s__frisia,g__Thiomicrospira,species,s__frisia,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Piscirickettsiaceae,g__Thiomicrospira,s__frisia
f__Actinopolysporaceae,o__Actinomycetales,family,f__Actinopolysporaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinopolysporaceae,,
g__Actinopolyspora,f__Actinopolysporaceae,genus,g__Actinopolyspora,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinopolysporaceae,g__Actinopolyspora,
g__Trueperella,f__Actinomycetaceae,genus,g__Trueperella,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Trueperella,
f__TIBD11,o__OPB72,family,f__TIBD11,Root,k__Bacteria,p__OP9,c__OPB46,o__OPB72,f__TIBD11,,
g__Bibersteinia,f__Pasteurellaceae,genus,g__Bibersteinia,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Bibersteinia,
s__trehalosi,g__Bibersteinia,species,s__trehalosi,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Bibersteinia,s__trehalosi
s__YC93,g__Halobacteriaceae,species,s__YC93,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacteriaceae,s__YC93
g__Actinoallomurus,f__Thermomonosporaceae,genus,g__Actinoallomurus,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Thermomonosporaceae,g__Actinoallomurus,
s__halophilae2,g__Halorhodospira,species,s__halophilae2,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Ectothiorhodospiraceae,g__Halorhodospira,s__halophilae2
g__Ecksteinia,f__Enterobacteriaceae,genus,g__Ecksteinia,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Ecksteinia,
s__adelgidicolae1,g__Ecksteinia,species,s__adelgidicolae1,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Ecksteinia,s__adelgidicolae1
s__kozodoii,g__Xenorhabdus,species,s__kozodoii,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Xenorhabdus,s__kozodoii
s__psychrotropica,g__Colwellia,species,s__psychrotropica,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Colwelliaceae,g__Colwellia,s__psychrotropica
s__tenue_Simbu2,g__Phormidium,species,s__tenue_Simbu2,Root,k__Bacteria,p__Cyanobacteria,c__Oscillatoriophycideae,o__Oscillatoriales,f__Phormidiaceae,g__Phormidium,s__tenue_Simbu2
